Timestamp,Price
2025-09-07 00:19:29,117900.0
2025-09-07 00:19:38,117900.0
2025-09-07 00:23:56,117900.0
2025-09-07 00:25:48,117900.0
2025-09-07 00:25:49,117900.0
2025-09-07 00:27:40,117900.0
2025-09-07 00:28:02,117900.0
2025-09-07 00:34:19,117900.0
2025-09-07 00:34:26,117900.0
2025-09-07 00:34:26,117900.0
2025-09-07 00:34:30,117900.0
2025-09-07 00:34:31,117900.0
2025-09-07 00:34:37,117900.0
2025-09-07 00:34:37,117900.0
2025-09-07 00:35:24,117900.0
2025-09-07 00:35:47,117900.0
2025-09-07 00:36:11,117900.0
2025-09-07 00:38:32,117900.0
2025-09-07 00:41:56,117900.0
2025-09-07 00:44:14,117900.0
2025-09-07 00:44:30,117900.0
