Timestamp,Price
2025-09-07 00:18:30,121275.0
2025-09-07 00:18:36,121275.0
2025-09-07 00:20:43,121275.0
2025-09-07 00:21:06,121275.0
2025-09-07 00:21:19,121275.0
2025-09-07 00:21:41,121275.0
2025-09-07 00:21:54,121275.0
2025-09-07 00:22:17,121275.0
2025-09-07 00:22:19,121275.0
2025-09-07 00:22:43,121275.0
2025-09-07 00:23:07,121275.0
2025-09-07 00:24:41,121275.0
2025-09-07 00:24:46,121275.0
2025-09-07 00:26:40,121275.0
2025-09-07 00:27:05,121275.0
2025-09-07 00:27:41,121275.0
2025-09-07 00:33:23,121275.0
2025-09-07 00:33:27,121275.0
2025-09-07 00:33:33,121275.0
2025-09-07 00:33:53,121275.0
2025-09-07 00:33:54,121275.0
2025-09-07 00:33:54,121275.0
2025-09-07 00:33:55,121275.0
2025-09-07 00:33:55,121275.0
2025-09-07 00:33:56,121275.0
2025-09-07 00:34:58,121275.0
2025-09-07 00:34:59,121275.0
2025-09-07 00:35:25,121275.0
2025-09-07 00:37:17,121275.0
2025-09-07 00:37:30,121275.0
2025-09-07 00:37:41,121275.0
2025-09-07 00:38:59,121275.0
2025-09-07 00:39:17,121275.0
2025-09-07 00:39:51,121275.0
2025-09-07 00:40:15,121275.0
2025-09-07 00:40:32,121275.0
2025-09-07 00:40:53,121275.0
2025-09-07 00:41:12,121275.0
2025-09-07 00:43:25,121275.0
2025-09-07 00:43:27,121275.0
2025-09-07 00:43:46,121275.0
2025-09-07 00:47:40,121275.0
