Timestamp,Price
2025-03-07 18:06:01,213000.0
2025-03-07 18:06:05,213000.0
2025-03-07 18:06:06,213000.0
2025-03-07 18:06:08,213000.0
2025-03-07 18:06:09,213000.0
2025-03-07 18:06:23,213000.0
2025-03-07 18:06:40,213000.0
2025-03-07 18:06:51,213000.0
2025-03-07 18:06:53,213000.0
2025-03-07 18:06:54,213000.0
2025-03-07 18:06:54,213000.0
2025-03-07 18:06:55,213000.0
2025-03-07 18:07:14,213000.0
2025-03-07 18:07:15,213000.0
2025-03-07 18:07:16,213000.0
2025-03-07 18:13:55,213000.0
2025-03-07 18:16:04,135900.0
2025-03-07 18:16:42,135900.0
2025-03-07 18:17:26,135900.0
2025-03-07 18:24:26,135900.0
2025-03-07 18:32:35,135900.0
2025-03-07 18:35:20,135900.0
2025-03-08 10:09:23,135900.0
2025-03-08 10:11:20,57990.0
