Timestamp,Price
2025-03-10 18:32:11,112900.0
2025-03-10 18:33:14,112900.0
2025-03-10 18:33:20,112900.0
2025-03-10 18:54:41,112900.0
2025-03-10 20:50:18,112900.0
2025-03-10 20:55:39,112900.0
2025-03-10 21:19:09,112900.0
2025-03-10 21:20:17,112900.0
2025-03-10 21:32:54,112900.0
2025-03-10 21:39:59,112900.0
2025-03-10 21:49:27,112900.0
2025-03-10 21:57:56,112900.0
2025-03-10 22:04:28,112900.0
2025-03-11 19:07:02,112900.0
2025-03-11 19:12:30,112900.0
2025-03-11 21:12:35,112900.0
2025-03-11 21:20:07,112900.0
2025-03-11 21:21:17,112900.0
2025-03-11 21:26:26,112900.0
2025-03-11 21:28:12,112900.0
2025-03-11 21:33:44,112900.0
2025-03-16 17:21:25,112900.0
2025-03-19 19:02:17,112900.0
2025-03-19 19:07:10,112900.0
2025-03-19 19:16:21,112900.0
2025-03-19 21:56:16,112900.0
2025-03-19 21:57:55,112900.0
2025-03-19 21:58:50,112900.0
2025-03-19 21:59:54,112900.0
2025-03-19 22:01:02,112900.0
2025-03-19 22:02:54,112900.0
2025-03-21 12:24:42,112900.0
2025-03-28 20:56:46,112900.0
2025-03-28 21:13:33,112900.0
2025-03-28 21:14:44,112900.0
2025-03-28 21:16:55,112900.0
2025-03-28 22:55:59,112900.0
2025-03-28 23:50:23,112900.0
2025-03-29 00:01:15,112900.0
2025-03-29 09:30:32,112900.0
2025-03-29 10:39:03,112900.0
2025-03-29 11:07:11,112900.0
2025-04-06 23:24:29,157900.0
2025-04-06 23:24:33,157900.0
2025-04-06 23:25:36,157900.0
2025-04-24 17:16:34,112900.0
2025-04-26 13:57:57,112900.0
2025-04-28 18:37:15,112900.0
2025-04-28 18:44:19,112900.0
2025-04-28 18:44:26,112900.0
2025-04-28 23:46:26,112900.0
2025-04-28 23:53:26,112900.0
2025-04-28 23:53:31,112900.0
2025-04-28 23:55:51,112900.0
2025-04-28 23:55:56,112900.0
2025-04-28 23:59:06,112900.0
2025-04-28 23:59:12,112900.0
2025-04-29 00:01:39,112900.0
2025-04-29 00:01:47,112900.0
2025-04-29 00:04:02,112900.0
2025-04-29 00:04:22,112900.0
2025-04-29 00:06:45,112900.0
2025-04-29 00:07:02,112900.0
2025-04-29 00:08:42,112900.0
2025-04-29 00:08:44,112900.0
2025-04-29 00:11:27,112900.0
2025-04-29 00:14:04,112900.0
2025-04-29 00:14:07,112900.0
2025-06-19 17:02:54,111900.0
2025-06-19 17:08:52,111900.0
2025-06-19 17:16:14,111900.0
2025-06-19 17:16:18,111900.0
2025-06-19 17:16:59,111900.0
2025-06-19 17:17:23,111900.0
